5.111111111111110716e+01
5.666666666666666430e+01
6.166666666666667140e+01
6.666666666666667140e+01
7.250000000000000000e+01
7.916666666666665719e+01
8.444444444444444287e+01
8.777777777777777146e+01
9.166666666666665719e+01
9.444444444444444287e+01
